config path: configs/fastmri_varnet.yaml
workspace: ./workspace/fastmri_varnet,k=1,n=3
description: ""


train start: 2024-08-17 20:12:07
-----------------------
epoch 0/50 train score: 27.3024	loss: 0.0052
epoch 0/50 val score: 29.7909	loss: 0.0006
epoch 1/50 train score: 29.8543	loss: 0.0008
epoch 1/50 val score: 30.0426	loss: 0.0006
epoch 2/50 train score: 30.7086	loss: 0.0007
epoch 2/50 val score: 30.6063	loss: 0.0005
epoch 3/50 train score: 31.2150	loss: 0.0006
epoch 3/50 val score: 30.9316	loss: 0.0005
epoch 4/50 train score: 31.8573	loss: 0.0005
epoch 4/50 val score: 31.7438	loss: 0.0004
epoch 5/50 train score: 32.2179	loss: 0.0005
epoch 5/50 val score: 33.1806	loss: 0.0003
epoch 6/50 train score: 32.4361	loss: 0.0004
epoch 6/50 val score: 32.8417	loss: 0.0003
epoch 7/50 train score: 32.4662	loss: 0.0004
epoch 7/50 val score: 32.9111	loss: 0.0003
epoch 8/50 train score: 32.7791	loss: 0.0004
epoch 8/50 val score: 32.4642	loss: 0.0003
epoch 9/50 train score: 33.3567	loss: 0.0004
epoch 9/50 val score: 32.8485	loss: 0.0003
epoch 10/50 train score: 33.1618	loss: 0.0004
epoch 10/50 val score: 34.0889	loss: 0.0002
epoch 11/50 train score: 33.5598	loss: 0.0003
epoch 11/50 val score: 34.4850	loss: 0.0002
epoch 12/50 train score: 33.9415	loss: 0.0003
epoch 12/50 val score: 34.8771	loss: 0.0002
epoch 13/50 train score: 34.0829	loss: 0.0003
epoch 13/50 val score: 35.5643	loss: 0.0002
epoch 14/50 train score: 34.4599	loss: 0.0003
epoch 14/50 val score: 35.8049	loss: 0.0002
epoch 15/50 train score: 34.6624	loss: 0.0003
epoch 15/50 val score: 35.3559	loss: 0.0002
epoch 16/50 train score: 34.7247	loss: 0.0003
epoch 16/50 val score: 35.4233	loss: 0.0002
epoch 17/50 train score: 35.0774	loss: 0.0003
epoch 17/50 val score: 35.8929	loss: 0.0002
epoch 18/50 train score: 34.9308	loss: 0.0003
epoch 18/50 val score: 34.3455	loss: 0.0002
epoch 19/50 train score: 35.4164	loss: 0.0002
epoch 19/50 val score: 36.4148	loss: 0.0001
epoch 20/50 train score: 35.1635	loss: 0.0002
epoch 20/50 val score: 36.3383	loss: 0.0001
epoch 21/50 train score: 34.9895	loss: 0.0003
epoch 21/50 val score: 36.3600	loss: 0.0001
epoch 22/50 train score: 35.4764	loss: 0.0002
epoch 22/50 val score: 34.3673	loss: 0.0002
epoch 23/50 train score: 35.6008	loss: 0.0002
epoch 23/50 val score: 36.4542	loss: 0.0001
epoch 24/50 train score: 35.7948	loss: 0.0002
epoch 24/50 val score: 35.1510	loss: 0.0002
epoch 25/50 train score: 35.5962	loss: 0.0002
epoch 25/50 val score: 36.5082	loss: 0.0001
epoch 26/50 train score: 35.6877	loss: 0.0002
epoch 26/50 val score: 35.9704	loss: 0.0001
epoch 27/50 train score: 35.8382	loss: 0.0002
epoch 27/50 val score: 36.6944	loss: 0.0001
epoch 28/50 train score: 35.8714	loss: 0.0002
epoch 28/50 val score: 36.8336	loss: 0.0001
epoch 29/50 train score: 36.0750	loss: 0.0002
epoch 29/50 val score: 36.5584	loss: 0.0001
epoch 30/50 train score: 36.0467	loss: 0.0002
epoch 30/50 val score: 36.2502	loss: 0.0001
epoch 31/50 train score: 35.5732	loss: 0.0002
epoch 31/50 val score: 34.2253	loss: 0.0002
epoch 32/50 train score: 35.5998	loss: 0.0002
epoch 32/50 val score: 35.8674	loss: 0.0001
epoch 33/50 train score: 35.9172	loss: 0.0002
epoch 33/50 val score: 35.4160	loss: 0.0002
epoch 34/50 train score: 36.1009	loss: 0.0002
epoch 34/50 val score: 36.1135	loss: 0.0001
epoch 35/50 train score: 36.0330	loss: 0.0002
epoch 35/50 val score: 36.5630	loss: 0.0001
epoch 36/50 train score: 36.1768	loss: 0.0002
epoch 36/50 val score: 37.0547	loss: 0.0001
epoch 37/50 train score: 36.0534	loss: 0.0002
epoch 37/50 val score: 36.2219	loss: 0.0001
epoch 38/50 train score: 36.1104	loss: 0.0002
epoch 38/50 val score: 36.5412	loss: 0.0001
epoch 39/50 train score: 36.1954	loss: 0.0002
epoch 39/50 val score: 35.7147	loss: 0.0001
epoch 40/50 train score: 36.3910	loss: 0.0002
epoch 40/50 val score: 35.8354	loss: 0.0001
epoch 41/50 train score: 36.3188	loss: 0.0002
epoch 41/50 val score: 35.7328	loss: 0.0001
epoch 42/50 train score: 36.0979	loss: 0.0002
epoch 42/50 val score: 37.0685	loss: 0.0001
epoch 43/50 train score: 36.5566	loss: 0.0002
epoch 43/50 val score: 36.7990	loss: 0.0001
epoch 44/50 train score: 36.3690	loss: 0.0002
epoch 44/50 val score: 36.1309	loss: 0.0001
epoch 45/50 train score: 36.3634	loss: 0.0002
epoch 45/50 val score: 36.8502	loss: 0.0001
epoch 46/50 train score: 36.4212	loss: 0.0002
epoch 46/50 val score: 35.8929	loss: 0.0001
epoch 47/50 train score: 36.4873	loss: 0.0002
epoch 47/50 val score: 36.6968	loss: 0.0001
epoch 48/50 train score: 36.3941	loss: 0.0002
epoch 48/50 val score: 36.6419	loss: 0.0001
epoch 49/50 train score: 36.4621	loss: 0.0002
epoch 49/50 val score: 37.3139	loss: 0.0001
-----------------------
total train time: 466.80 min
best score: 37.3139
